"mouse_gene","human_gene"
"Plekha4","PLEKHA4"
"Crybb3","CRYBB3"
"Endod1","ENDOD1"
"Sox12","SOX12"
"Rbms2","RBMS2"
"Tns1","TNS1"
"Camsap1","CAMSAP1"
"Bcl2l1","BCL2L1"
"Ripor1","RIPOR1"
"Bcar1","BCAR1"
"Mllt6","MLLT6"
"Fmn2","FMN2"
"Ep300","EP300"
"Zc3h4","ZC3H4"
"Mxd4","MXD4"
"Ube2l6","UBE2L6"
"Ddx24","DDX24"
"Cdc42ep1","CDC42EP1"
"Prag1","PRAG1"
"Scn1b","SCN1B"
"Sbk1","SBK1"
"Pxdn","PXDN"
"Cand2","CAND2"
"Smarcc2","SMARCC2"
"Midn","MIDN"
"9330159F19Rik","9330159F19RIK"
"Mcl1","MCL1"
"Dynll2","DYNLL2"
"Upf1","UPF1"
"Ap3d1","AP3D1"
"Pdgfa","PDGFA"
"Clcn5","CLCN5"
"Opn3","OPN3"
"Slc25a23","SLC25A23"
"Paqr4","PAQR4"
"Phrf1","PHRF1"
"Gtse1","GTSE1"
"4833427G06Rik","4833427G06RIK"
"BC005537","BC005537"
"Tbl1x","TBL1X"
"Clu","CLU"
"Psd","PSD"
"Hs3st1","HS3ST1"
"Nacc1","NACC1"
"Lrp10","LRP10"
"Mn1","MN1"
"Sh3pxd2b","SH3PXD2B"
"Mprip","MPRIP"
"Slc3a2","SLC3A2"
"Mark4","MARK4"
"Slc14a2","SLC14A2"
"Sidt2","SIDT2"
"Dot1l","DOT1L"
"Cacng5","CACNG5"
"Tnfrsf21","TNFRSF21"
"Fzd3","FZD3"
"Pcdhgb2","PCDHGB2"
"Klf7","KLF7"
"Pou3f2","POU3F2"
"Grm1","GRM1"
"Fam214a","FAM214A"
"Kctd12","KCTD12"
"Nexmif","NEXMIF"
"Ncdn","NCDN"
"Slc19a2","SLC19A2"
"Cacng8","CACNG8"
"Igdcc3","IGDCC3"
"Cd81","CD81"
"Cplx2","CPLX2"
"Rerg","RERG"
"Cpped1","CPPED1"
"Ntrk3","NTRK3"
"Ahr","AHR"
"Zfp651","ZFP651"
"Dusp18","DUSP18"
"Kcnb1","KCNB1"
"Dnm3os","DNM3OS"
"Itpripl1","ITPRIPL1"
"Pid1","PID1"
"Tpp1","TPP1"
"Iqsec2","IQSEC2"
"Kmt2c","KMT2C"
"Atp1a1","ATP1A1"
"Tmem28","TMEM28"
"Shroom2","SHROOM2"
"Wnk2","WNK2"
"Dlg4","DLG4"
"Glis2","GLIS2"
"Irf2bp2","IRF2BP2"
"Adgrb2","ADGRB2"
"Ncoa6","NCOA6"
"Sntb1","SNTB1"
"Fam124a","FAM124A"
"Ift122","IFT122"
"C130083M11Rik","C130083M11RIK"
"Exoc4","EXOC4"
"Tbcel","TBCEL"
"Ttyh2","TTYH2"
"Pik3r3","PIK3R3"
"Hivep2","HIVEP2"
"Camta2","CAMTA2"
"Ids","IDS"
"Abca1","ABCA1"
"H2-T24","H2-T24"
"Traf3","TRAF3"
"Vps13d","VPS13D"
"Brd4","BRD4"
"Cbl","CBL"
"Clptm1","CLPTM1"
"Rab32","RAB32"
"Adgrg1","ADGRG1"
"Plekha6","PLEKHA6"
"Sipa1l2","SIPA1L2"
"Cnksr2","CNKSR2"
"Nfkb2","NFKB2"
"Ccdc85a","CCDC85A"
"Adgrl1","ADGRL1"
"Tnrc6c","TNRC6C"
"Plcl1","PLCL1"
"H2-Q4","H2-Q4"
"Prpf8","PRPF8"
"Rfx2","RFX2"
"Fndc1","FNDC1"
"Diaph2","DIAPH2"
"Zswim5","ZSWIM5"
"Zfp462","ZFP462"
"Gm42047","GM42047"
"Helz","HELZ"
"Sipa1l3","SIPA1L3"
"Dbpht2","DBPHT2"
"Fam168a","FAM168A"
"Cherp","CHERP"
"Tox3","TOX3"
"Anxa6","ANXA6"
"A930012L18Rik","A930012L18RIK"
"Klf3","KLF3"
"Cadps","CADPS"
"Npvf","NPVF"
"Eif4g3","EIF4G3"
"Zfp142","ZFP142"
"Ubap2","UBAP2"
"Dzip1","DZIP1"
"Trrap","TRRAP"
"Tbl1xr1","TBL1XR1"
"Mbd6","MBD6"
"Tm9sf4","TM9SF4"
"Sptbn1","SPTBN1"
"Gm44022","GM44022"
"Ptchd4","PTCHD4"
"Bbc3","BBC3"
"Cpeb4","CPEB4"
"Nrk","NRK"
"Sept4","SEPT4"
"Arpp21","ARPP21"
"Ptprz1","PTPRZ1"
"Larp1","LARP1"
"Fnbp1","FNBP1"
"Myh9","MYH9"
"Ago2","AGO2"
"Sik3","SIK3"
"Pidd1","PIDD1"
"Nav3","NAV3"
"Dnah7b","DNAH7B"
"Vegfc","VEGFC"
"Ctsf","CTSF"
"Gm47624","GM47624"
"Trf","TRF"
"Akr1c14","AKR1C14"
"Nanos1","NANOS1"
"Gm3716","GM3716"
"Taok2","TAOK2"
"Lats2","LATS2"
"Ryr3","RYR3"
"Tab2","TAB2"
"Uba7","UBA7"
"Nuak2","NUAK2"
"Nlgn2","NLGN2"
"Gbf1","GBF1"
"Asap1","ASAP1"
"Gm10825","GM10825"
"Arl8a","ARL8A"
"Oas2","OAS2"
"Rnf169","RNF169"
"Olfr287","OLFR287"
"C030034L19Rik","C030034L19RIK"
"Cacnb2","CACNB2"
"Prickle2","PRICKLE2"
"Btbd17","BTBD17"
"Wnk1","WNK1"
"Muc15","MUC15"
"Slc1a4","SLC1A4"
"Pcdh7","PCDH7"
"Dock3","DOCK3"
"Trim9","TRIM9"
"Sox8","SOX8"
"Ptp4a3","PTP4A3"
"Sec24b","SEC24B"
"Nr4a3","NR4A3"
"Wdfy3","WDFY3"
"Fat4","FAT4"
"Podn","PODN"
"Spen","SPEN"
"App","APP"
"Rbfox1","RBFOX1"
"Ctxn1","CTXN1"
"Tfdp2","TFDP2"
"Kif1c","KIF1C"
"Dpp6","DPP6"
"Lrrc75b","LRRC75B"
"Pigt","PIGT"
"Tnrc6b","TNRC6B"
"Dapk1","DAPK1"
"Lmf2","LMF2"
"Nol6","NOL6"
"Rtn1","RTN1"
"Ttc28","TTC28"
"Celsr1","CELSR1"
"Kcnd3","KCND3"
"Ogdhl","OGDHL"
"Aen","AEN"
"B4galt6","B4GALT6"
"Dcc","DCC"
"Cdc42bpg","CDC42BPG"
"Gpr173","GPR173"
"Glipr2","GLIPR2"
"Mdga1","MDGA1"
"Rab11b","RAB11B"
"Stim1","STIM1"
"Tsc2","TSC2"
"Mxra8","MXRA8"
"Foxo3","FOXO3"
"Pbxip1","PBXIP1"
"Fbxl16","FBXL16"
"Robo2","ROBO2"
"Nrxn1","NRXN1"
"Agap2","AGAP2"
"Mid1","MID1"
"Gprc5b","GPRC5B"
"Hcfc1","HCFC1"
"Arhgap20","ARHGAP20"
"Huwe1","HUWE1"
"Ywhag","YWHAG"
"Nid1","NID1"
"Tcn2","TCN2"
"Astn2","ASTN2"
"Ep400","EP400"
"Atp9a","ATP9A"
"H2-T22","H2-T22"
"Rnf44","RNF44"
"Lrp1b","LRP1B"
"Lrrc7","LRRC7"
"Nisch","NISCH"
"Parp11","PARP11"
"Ahdc1","AHDC1"
"Dpp8","DPP8"
"Cachd1","CACHD1"
"Gab2","GAB2"
"Mapkapk3","MAPKAPK3"
"Pcdh1","PCDH1"
"Adgrl2","ADGRL2"
"Kidins220","KIDINS220"
"Inhbb","INHBB"
"Sipa1l1","SIPA1L1"
"Atp13a1","ATP13A1"
"1700007K13Rik","1700007K13RIK"
"Fyco1","FYCO1"
"Nck2","NCK2"
"Soga1","SOGA1"
"Gm3257","GM3257"
"Cd36","CD36"
"Srrm2","SRRM2"
"Dctn1","DCTN1"
"Ccl2","CCL2"
"Dtna","DTNA"
"Ankib1","ANKIB1"
"Dock6","DOCK6"
"Kcnc3","KCNC3"
"Adgrb1","ADGRB1"
"Plec","PLEC"
"Sh3glb2","SH3GLB2"
"Prr12","PRR12"
"Srgap1","SRGAP1"
"Sgsm2","SGSM2"
"Trp53cor1","TRP53COR1"
"Zbtb7c","ZBTB7C"
"Dnmt3a","DNMT3A"
"Dlgap4","DLGAP4"
"Nfix","NFIX"
"Marcks","MARCKS"
"Ccng1","CCNG1"
"Fgl2","FGL2"
"Cpeb2","CPEB2"
"Usp2","USP2"
"Dennd1a","DENND1A"
"Cdh22","CDH22"
"Phldb1","PHLDB1"
"Gm6548","GM6548"
"Olfr617","OLFR617"
"Abca3","ABCA3"
"Slfn9","SLFN9"
"Dlg5","DLG5"
"Ptk7","PTK7"
"Trim21","TRIM21"
"Tap2","TAP2"
"Cask","CASK"
"Cpe","CPE"
"Efna5","EFNA5"
"Ndrg4","NDRG4"
"Dok6","DOK6"
"Actn4","ACTN4"
"Phlda3","PHLDA3"
"Ampd2","AMPD2"
"Cobll1","COBLL1"
"Olfr1317","OLFR1317"
"Amotl2","AMOTL2"
"Afap1","AFAP1"
"Timp2","TIMP2"
"Creb3l1","CREB3L1"
"Fam13b","FAM13B"
"Fzd8","FZD8"
"Snph","SNPH"
"Sall2","SALL2"
"Hbegf","HBEGF"
"Fam193a","FAM193A"
"Plekhg2","PLEKHG2"
"Akap2","AKAP2"
"Tom1l2","TOM1L2"
"Adam12","ADAM12"
"Hap1","HAP1"
"Tmem127","TMEM127"
"Ptpn23","PTPN23"
"Fras1","FRAS1"
"Zfp609","ZFP609"
"Smap2","SMAP2"
"Axin2","AXIN2"
"Helz2","HELZ2"
"Fgf12","FGF12"
"Gja1","GJA1"
"Gm37674","GM37674"
"Oas1b","OAS1B"
"Prrc2c","PRRC2C"
"Tle3","TLE3"
"Msi1","MSI1"
"Lrp3","LRP3"
"Scmh1","SCMH1"
"Fgd4","FGD4"
"Olfr1316","OLFR1316"
"Ankrd29","ANKRD29"
"Ephx1","EPHX1"
"Gstm1","GSTM1"
"Ylpm1","YLPM1"
"Kdm6b","KDM6B"
"Cdh2","CDH2"
"Mybl1","MYBL1"
"Gm49164","GM49164"
"Fam84a","FAM84A"
"Fas","FAS"
"Wnt5a","WNT5A"
"Atxn2","ATXN2"
"Nckap5","NCKAP5"
"Fgd3","FGD3"
"Man2b2","MAN2B2"
"Samd4b","SAMD4B"
"Tnrc18","TNRC18"
"Ehd2","EHD2"
"Carmil1","CARMIL1"
"Crebbp","CREBBP"
"Flnb","FLNB"
"Mboat7","MBOAT7"
"Cnih2","CNIH2"
"Zfp423","ZFP423"
"Mapk8ip1","MAPK8IP1"
"Bmp1","BMP1"
"Dpy19l3","DPY19L3"
"Ctsd","CTSD"
"Trim56","TRIM56"
"Adgra1","ADGRA1"
"Nectin1","NECTIN1"
"Psap","PSAP"
"Gria4","GRIA4"
"Mtss1","MTSS1"
"Ulk1","ULK1"
"Dock4","DOCK4"
"Crim1","CRIM1"
"Heg1","HEG1"
"Igf2bp2","IGF2BP2"
"Plxnb1","PLXNB1"
"Sesn2","SESN2"
"Sorcs1","SORCS1"
"Kmt2a","KMT2A"
"Fat3","FAT3"
"Ptprj","PTPRJ"
"Frrs1l","FRRS1L"
"Agrn","AGRN"
"Plekhh2","PLEKHH2"
"Xpo6","XPO6"
"Cacna1g","CACNA1G"
"Tead1","TEAD1"
"Psd3","PSD3"
"Aox1","AOX1"
"Olfr618","OLFR618"
"Hectd4","HECTD4"
"Tmem43","TMEM43"
"Aff2","AFF2"
"Myo18a","MYO18A"
"Sec16a","SEC16A"
"Pom121","POM121"
"Daam1","DAAM1"
"Cbx6","CBX6"
"Pacs2","PACS2"
"Nfat5","NFAT5"
"Vwa1","VWA1"
"Large1","LARGE1"
"Prrc2b","PRRC2B"
"Polr2a","POLR2A"
"Rrbp1","RRBP1"
"Plxna4","PLXNA4"
"Gm19514","GM19514"
"Jcad","JCAD"
"Frem2","FREM2"
"Ccnd1","CCND1"
"Nrp2","NRP2"
"Znrf3","ZNRF3"
"Tnpo2","TNPO2"
"Cic","CIC"
"Fam126a","FAM126A"
"Col5a1","COL5A1"
"Prrx1","PRRX1"
"Gtf3c1","GTF3C1"
"Dmd","DMD"
"Bace2","BACE2"
"Ndst1","NDST1"
"Glis3","GLIS3"
"Col9a3","COL9A3"
"Spink10","SPINK10"
"Mamld1","MAMLD1"
"Lrrk1","LRRK1"
"Notch2","NOTCH2"
"Slc6a8","SLC6A8"
"Adamts12","ADAMTS12"
"Grn","GRN"
"Ccn2","CCN2"
"Tmem131","TMEM131"
"Eda2r","EDA2R"
"Maf","MAF"
"Macf1","MACF1"
"Igfbp3","IGFBP3"
"Nlrc5","NLRC5"
"Atp6v0a1","ATP6V0A1"
"Cybrd1","CYBRD1"
"Med25","MED25"
"Dhx58","DHX58"
"9530053A07Rik","9530053A07RIK"
"Tnfrsf10b","TNFRSF10B"
"Dmrtb1","DMRTB1"
"B2m","B2M"
"Adamts7","ADAMTS7"
"Ei24","EI24"
"Ssbp3","SSBP3"
"Foxj1","FOXJ1"
"Tmem63b","TMEM63B"
"Arl4c","ARL4C"
"Fam120c","FAM120C"
"Pclo","PCLO"
"Kmt2d","KMT2D"
"Gm37783","GM37783"
"Hdc","HDC"
"Zbtb20","ZBTB20"
"Sema5a","SEMA5A"
"Gm49165","GM49165"
"Dchs1","DCHS1"
"Epb41l4a","EPB41L4A"
"Nrxn3","NRXN3"
"Zbtb7b","ZBTB7B"
"Arid1a","ARID1A"
"Cpt1c","CPT1C"
"Ski","SKI"
"Nid2","NID2"
"Mamdc2","MAMDC2"
"Zswim8","ZSWIM8"
"Bmpr2","BMPR2"
"Susd6","SUSD6"
"Pkd1","PKD1"
"Prrc2a","PRRC2A"
"Hmox1","HMOX1"
"Nfic","NFIC"
"Dag1","DAG1"
"Clip3","CLIP3"
"Tanc2","TANC2"
"Prss23","PRSS23"
"Syngap1","SYNGAP1"
"Whrn","WHRN"
"Arvcf","ARVCF"
"Lamc1","LAMC1"
"Crip2","CRIP2"
"Scrn1","SCRN1"
"Pex5l","PEX5L"
"Usp18","USP18"
"Hipk2","HIPK2"
"Fam84b","FAM84B"
"Gli3","GLI3"
"Gm38036","GM38036"
"Rprm","RPRM"
"Ass1","ASS1"
"Shisa6","SHISA6"
"A330076H08Rik","A330076H08RIK"
"Gse1","GSE1"
"Sept3","SEPT3"
"Thsd7a","THSD7A"
"Pcolce","PCOLCE"
"Mtss1l","MTSS1L"
"Gm16386","GM16386"
"Shpk","SHPK"
"Prob1","PROB1"
"Bcl9l","BCL9L"
"Arnt2","ARNT2"
"Mctp1","MCTP1"
"Ecm2","ECM2"
"Eda","EDA"
"Zmiz1","ZMIZ1"
"Mmp19","MMP19"
"Lonrf2","LONRF2"
"Slc37a2","SLC37A2"
"Nfia","NFIA"
"Parp10","PARP10"
"Bcorl1","BCORL1"
"Slc2a9","SLC2A9"
"Ppp1r1a","PPP1R1A"
"Srgap2","SRGAP2"
"Ankrd52","ANKRD52"
"Hunk","HUNK"
"Nwd1","NWD1"
"Irs2","IRS2"
"Zfp385a","ZFP385A"
"Fbxl7","FBXL7"
"Adora1","ADORA1"
"Pea15a","PEA15A"
"Gabrb3","GABRB3"
"Ubqln2","UBQLN2"
"Flna","FLNA"
"Tmem229a","TMEM229A"
"Dcxr","DCXR"
"Ppm1l","PPM1L"
"Slco3a1","SLCO3A1"
"Plcd4","PLCD4"
"Setd1b","SETD1B"
"Cnr1","CNR1"
"Daam2","DAAM2"
"Trim34a","TRIM34A"
"Unc79","UNC79"
"Sptan1","SPTAN1"
"Gm6145","GM6145"
"Map4","MAP4"
"Kif1a","KIF1A"
"Cemip","CEMIP"
"Trim26","TRIM26"
"Map1a","MAP1A"
"Cavin1","CAVIN1"
"Pcdh19","PCDH19"
"Dglucy","DGLUCY"
"Slc4a2","SLC4A2"
"Mapk10","MAPK10"
"Tapbp","TAPBP"
"Tmtc1","TMTC1"
"Sema6a","SEMA6A"
"Piezo1","PIEZO1"
"Celf5","CELF5"
"Kirrel","KIRREL"
"Gfra2","GFRA2"
"Palld","PALLD"
"Lrrc8c","LRRC8C"
"Adamts4","ADAMTS4"
"Dvl3","DVL3"
"Cluh","CLUH"
"Ptprs","PTPRS"
"Plscr2","PLSCR2"
"Nmnat2","NMNAT2"
"Notch1","NOTCH1"
"Iigp1","IIGP1"
"Tnc","TNC"
"Ifi27l2a","IFI27L2A"
"Nav2","NAV2"
"Ubr4","UBR4"
"Rnf152","RNF152"
"Slfn8","SLFN8"
"Abat","ABAT"
"Samd4","SAMD4"
"Adar","ADAR"
"Zmat3","ZMAT3"
"Kcnc1","KCNC1"
"Svop","SVOP"
"Plxnb2","PLXNB2"
"Egfr","EGFR"
"Slc39a12","SLC39A12"
"Gm15261","GM15261"
"Cacna1h","CACNA1H"
"Lrp2","LRP2"
"Grin2a","GRIN2A"
"Cryab","CRYAB"
"Iqsec1","IQSEC1"
"Tor3a","TOR3A"
"Cdkn1a","CDKN1A"
"Shisa9","SHISA9"
"C4b","C4B"
"Mup6","MUP6"
"Cep170b","CEP170B"
"Stat2","STAT2"
"Megf11","MEGF11"
"Akap17b","AKAP17B"
"Cnnm3","CNNM3"
"Rai2","RAI2"
"H2-D1","H2-D1"
"Hepacam","HEPACAM"
"Cyp4f14","CYP4F14"
"Sesn3","SESN3"
"Chd3","CHD3"
"Olfm1","OLFM1"
"Apoe","APOE"
"Sirpa","SIRPA"
"Ptprt","PTPRT"
"Sez6","SEZ6"
"Adcy1","ADCY1"
"Btla","BTLA"
"Trim12a","TRIM12A"
"Nhs","NHS"
"Disp3","DISP3"
"Dync1h1","DYNC1H1"
"Shroom3","SHROOM3"
"Gbp6","GBP6"
"Hspg2","HSPG2"
"Gm10800","GM10800"
"Plekhg5","PLEKHG5"
"Cdh6","CDH6"
"Map1b","MAP1B"
"Plxdc2","PLXDC2"
"Sulf2","SULF2"
"Ppp2r2c","PPP2R2C"
"Plagl1","PLAGL1"
"Shisa5","SHISA5"
"Fat1","FAT1"
"Rgs16","RGS16"
"Sdc2","SDC2"
"Gdf11","GDF11"
"Olfr1318","OLFR1318"
"Jade2","JADE2"
"Dbn1","DBN1"
"Ptpdc1","PTPDC1"
"Pcdhgc3","PCDHGC3"
"Scn3b","SCN3B"
"Scg3","SCG3"
"Ackr4","ACKR4"
"Tap1","TAP1"
"Eif2ak2","EIF2AK2"
"Wls","WLS"
"Igdcc4","IGDCC4"
"A230057D06Rik","A230057D06RIK"
"Axl","AXL"
"Ano3","ANO3"
"Myo16","MYO16"
"Rhbdf1","RHBDF1"
"Slc16a2","SLC16A2"
"Gm43197","GM43197"
"Ddr1","DDR1"
"Cxcr4","CXCR4"
"Ncor2","NCOR2"
"Xaf1","XAF1"
"Cp","CP"
"Nova2","NOVA2"
"Isg15","ISG15"
"Ifitm3","IFITM3"
"Igtp","IGTP"
"Arhgap6","ARHGAP6"
"Slc22a23","SLC22A23"
"Pltp","PLTP"
"Plxna1","PLXNA1"
"Rflnb","RFLNB"
"Osbpl5","OSBPL5"
"Abr","ABR"
"Ak1","AK1"
"Herc6","HERC6"
"Cacna1e","CACNA1E"
"Lpo","LPO"
"Ncam1","NCAM1"
"Tmem200a","TMEM200A"
"Parp12","PARP12"
"Trim12c","TRIM12C"
"Ccnd2","CCND2"
"Sel1l3","SEL1L3"
"Stat1","STAT1"
"Irgm2","IRGM2"
"Mx2","MX2"
"Tmem47","TMEM47"
"Nacc2","NACC2"
"Slc35f1","SLC35F1"
"Gadd45g","GADD45G"
"Znfx1","ZNFX1"
"Apba2","APBA2"
"H2-T23","H2-T23"
"Samd5","SAMD5"
"Igfbp5","IGFBP5"
"Eldr","ELDR"
"Tenm4","TENM4"
"Ddit4l","DDIT4L"
"Irf2bpl","IRF2BPL"
"Zc3hav1","ZC3HAV1"
"Dtx3l","DTX3L"
"Nes","NES"
"Sparc","SPARC"
"Gbp4","GBP4"
"Camk2n1","CAMK2N1"
"B3gat1","B3GAT1"
"Adcyap1r1","ADCYAP1R1"
"Lynx1","LYNX1"
"Ifi44","IFI44"
"Ifit2","IFIT2"
"Samd12","SAMD12"
"Irf9","IRF9"
"Trim30d","TRIM30D"
"Klhdc7a","KLHDC7A"
"Dner","DNER"
"Csf1","CSF1"
"Bst2","BST2"
"1500015O10Rik","1500015O10RIK"
"Gpc4","GPC4"
"Ifi27","IFI27"
"Ddx60","DDX60"
"Gm20559","GM20559"
"Trim30a","TRIM30A"
"Ifit3b","IFIT3B"
"Fam167a","FAM167A"
"Parp9","PARP9"
"Pde1b","PDE1B"
"Cx3cl1","CX3CL1"
"Dtx4","DTX4"
"Parp14","PARP14"
"Plxna2","PLXNA2"
"Gbp2","GBP2"
"Ifit3","IFIT3"
"Apln","APLN"
"Cmpk2","CMPK2"
"Mecp2","MECP2"
"Rnf213","RNF213"
"Ifit1","IFIT1"
"Gbp7","GBP7"
"Rsad2","RSAD2"
"Plekhg1","PLEKHG1"
"Igsf9b","IGSF9B"
"Gbp3","GBP3"
"Lgals3bp","LGALS3BP"
"Samd9l","SAMD9L"
"Kcnma1","KCNMA1"
"Irgm1","IRGM1"
"Ifih1","IFIH1"
"Oasl2","OASL2"
"Gbp9","GBP9"
"Ddx58","DDX58"
"Cxcl10","CXCL10"
"Rtp4","RTP4"
"Irf7","IRF7"
